dstport,protocol,tag
27841,icmp,tag_963
61645,tcp,tag_897
42230,icmp,tag_256
40805,udp,tag_200
42493,udp,tag_618
8268,tcp,tag_778
7118,tcp,tag_884
21437,icmp,tag_830
55987,udp,tag_116
12852,udp,tag_30
50568,tcp,tag_741
6110,udp,tag_41
25014,udp,tag_958
3159,udp,tag_852
13371,udp,tag_652
15923,icmp,tag_436
20623,icmp,tag_762
12425,icmp,tag_600
47528,icmp,tag_984
25100,tcp,tag_318
8611,tcp,tag_297
34337,udp,tag_405
62135,udp,tag_441
6423,icmp,tag_844
41897,tcp,tag_775
28341,icmp,tag_615
10597,icmp,tag_427
6802,icmp,tag_847
2466,udp,tag_578
39164,udp,tag_892
62226,tcp,tag_422
36814,icmp,tag_610
30384,tcp,tag_10
56868,udp,tag_707
57804,icmp,tag_558
29584,icmp,tag_976
26316,tcp,tag_371
38671,tcp,tag_196
57585,tcp,tag_980
30446,tcp,tag_82
43536,udp,tag_48
35153,tcp,tag_824
12458,udp,tag_401
31323,tcp,tag_301
20627,udp,tag_324
44446,icmp,tag_629
32264,icmp,tag_699
29176,tcp,tag_213
18558,tcp,tag_344
137,tcp,tag_275
6066,tcp,tag_917
33953,icmp,tag_430
53274,tcp,tag_644
51893,tcp,tag_126
13326,tcp,tag_713
38690,tcp,tag_513
16603,tcp,tag_651
14181,icmp,tag_284
44585,tcp,tag_555
53312,tcp,tag_328
10123,tcp,tag_941
35248,tcp,tag_547
26365,icmp,tag_255
45535,tcp,tag_831
57235,udp,tag_254
62370,udp,tag_433
23598,tcp,tag_585
13053,icmp,tag_261
2424,tcp,tag_210
19655,udp,tag_505
61214,udp,tag_624
14946,icmp,tag_772
62970,tcp,tag_110
2216,icmp,tag_223
50914,tcp,tag_473
14875,tcp,tag_277
25974,udp,tag_612
49832,icmp,tag_875
56158,udp,tag_234
50027,icmp,tag_445
32481,icmp,tag_661
27302,icmp,tag_574
30218,tcp,tag_140
60572,icmp,tag_740
27837,tcp,tag_76
4337,udp,tag_834
63280,udp,tag_156
10837,tcp,tag_971
58328,tcp,tag_13
57579,icmp,tag_24
39465,udp,tag_965
27686,tcp,tag_429
28518,icmp,tag_293
41122,icmp,tag_705
22039,udp,tag_799
31472,icmp,tag_772
45568,tcp,tag_136
39660,icmp,tag_308
60534,udp,tag_811
42357,tcp,tag_327
5162,icmp,tag_936
39162,udp,tag_584
33693,udp,tag_841
31774,tcp,tag_387
61238,udp,tag_193
19960,icmp,tag_199
37466,tcp,tag_726
42424,tcp,tag_182
65345,icmp,tag_490
26316,icmp,tag_856
13914,udp,tag_714
40201,tcp,tag_546
22721,tcp,tag_728
56453,icmp,tag_150
59019,icmp,tag_571
23721,icmp,tag_94
62863,tcp,tag_186
48518,udp,tag_107
35211,icmp,tag_527
64161,icmp,tag_394
2191,tcp,tag_283
24012,tcp,tag_256
58117,udp,tag_753
47681,icmp,tag_553
54009,udp,tag_264
38212,tcp,tag_945
32809,icmp,tag_976
45899,udp,tag_310
1705,udp,tag_290
61827,tcp,tag_739
21705,icmp,tag_669
62829,icmp,tag_854
13810,icmp,tag_753
60170,icmp,tag_328
26688,icmp,tag_421
54418,udp,tag_478
61706,tcp,tag_219
11324,icmp,tag_785
60221,icmp,tag_275
37031,icmp,tag_337
593,icmp,tag_561
53709,tcp,tag_810
10424,udp,tag_770
28974,icmp,tag_816
39712,udp,tag_274
23742,udp,tag_26
1131,udp,tag_440
34273,icmp,tag_387
15308,udp,tag_786
48564,udp,tag_174
595,tcp,tag_66
30588,tcp,tag_112
50157,icmp,tag_230
57288,icmp,tag_869
51527,tcp,tag_660
54638,udp,tag_181
40985,icmp,tag_182
4654,tcp,tag_728
6076,icmp,tag_18
7592,tcp,tag_884
18109,tcp,tag_560
1707,tcp,tag_581
58359,udp,tag_837
57698,icmp,tag_53
20152,udp,tag_433
36174,udp,tag_273
46027,udp,tag_48
9653,icmp,tag_505
37943,tcp,tag_939
46082,tcp,tag_635
57369,icmp,tag_15
1260,udp,tag_792
53041,icmp,tag_430
55449,icmp,tag_916
8759,tcp,tag_218
38783,tcp,tag_341
55023,udp,tag_960
41949,tcp,tag_188
25376,tcp,tag_499
40885,tcp,tag_235
62451,icmp,tag_143
23104,icmp,tag_64
40458,tcp,tag_960
39905,udp,tag_110
14576,udp,tag_729
2975,tcp,tag_583
25268,tcp,tag_616
24815,icmp,tag_97
33623,icmp,tag_896
56533,icmp,tag_866
39578,tcp,tag_719
56272,tcp,tag_537
52073,udp,tag_540
59620,icmp,tag_172
11191,icmp,tag_613
9015,icmp,tag_736
55121,icmp,tag_156
11274,tcp,tag_84
31647,tcp,tag_765
47798,udp,tag_849
48194,udp,tag_652
49153,tcp,tag_218
27536,tcp,tag_950
65158,icmp,tag_679
10192,icmp,tag_499
58293,tcp,tag_644
44651,udp,tag_328
30808,icmp,tag_864
53690,udp,tag_215
237,udp,tag_113
33826,udp,tag_321
355,udp,tag_660
5484,tcp,tag_346
42081,icmp,tag_79
28884,icmp,tag_826
29105,icmp,tag_830
32750,icmp,tag_931
30944,icmp,tag_937
54615,tcp,tag_370
34887,udp,tag_431
36410,icmp,tag_624
55301,tcp,tag_985
14686,tcp,tag_78
23,udp,tag_600
14914,tcp,tag_722
10596,icmp,tag_238
7557,tcp,tag_688
52140,icmp,tag_149
52947,udp,tag_880
15496,tcp,tag_588
17988,tcp,tag_841
6531,icmp,tag_183
43720,icmp,tag_418
38581,icmp,tag_182
19740,tcp,tag_671
8312,icmp,tag_853
54371,udp,tag_415
14709,tcp,tag_133
967,udp,tag_625
16000,icmp,tag_165
45183,icmp,tag_930
43947,udp,tag_155
5575,udp,tag_729
7169,icmp,tag_113
63354,tcp,tag_662
49280,icmp,tag_99
21285,udp,tag_106
2484,udp,tag_196
34686,udp,tag_846
37316,udp,tag_673
2436,tcp,tag_285
45293,icmp,tag_171
58402,udp,tag_179
51716,tcp,tag_125
34039,tcp,tag_483
30254,tcp,tag_381
21854,udp,tag_957
59103,udp,tag_552
45884,tcp,tag_869
7817,icmp,tag_346
63041,udp,tag_352
2168,icmp,tag_305
39403,icmp,tag_703
25204,udp,tag_452
20696,icmp,tag_554
45863,udp,tag_528
37096,tcp,tag_250
16025,tcp,tag_917
40163,tcp,tag_756
44865,udp,tag_136
51581,udp,tag_811
18667,icmp,tag_773
50549,udp,tag_843
48442,udp,tag_415
44101,icmp,tag_56
3826,tcp,tag_120
2578,udp,tag_975
33522,udp,tag_362
22827,icmp,tag_626
6942,udp,tag_791
47211,tcp,tag_549
32903,tcp,tag_309
31731,tcp,tag_625
20247,udp,tag_6
34688,tcp,tag_356
65253,icmp,tag_68
4033,icmp,tag_455
22943,icmp,tag_844
48666,udp,tag_214
64716,udp,tag_810
24999,udp,tag_227
7502,tcp,tag_571
36247,tcp,tag_370
4402,icmp,tag_593
7790,udp,tag_438
41594,tcp,tag_449
2477,tcp,tag_61
38935,udp,tag_187
56003,icmp,tag_839
5023,icmp,tag_27
20471,udp,tag_510
1805,tcp,tag_684
38961,udp,tag_944
61897,udp,tag_158
23572,udp,tag_422
56836,tcp,tag_441
4411,icmp,tag_353
31061,icmp,tag_133
33078,tcp,tag_961
45816,tcp,tag_108
32201,tcp,tag_565
27054,tcp,tag_174
55796,udp,tag_720
43993,icmp,tag_528
26831,tcp,tag_711
57537,icmp,tag_970
42173,udp,tag_675
27520,icmp,tag_107
16057,tcp,tag_388
39596,tcp,tag_193
13954,udp,tag_724
47983,icmp,tag_853
62252,tcp,tag_149
65066,tcp,tag_243
64947,udp,tag_624
36972,udp,tag_219
31738,icmp,tag_687
50238,icmp,tag_372
51583,icmp,tag_118
54649,icmp,tag_151
59578,icmp,tag_955
49654,tcp,tag_894
15439,udp,tag_582
11060,icmp,tag_523
44221,icmp,tag_939
52050,icmp,tag_502
64,icmp,tag_144
15868,tcp,tag_792
48579,tcp,tag_219
14883,tcp,tag_176
10506,udp,tag_620
10738,tcp,tag_742
36310,udp,tag_549
59242,icmp,tag_621
38622,icmp,tag_16
42394,icmp,tag_81
9393,tcp,tag_779
59341,udp,tag_602
21928,udp,tag_283
16947,udp,tag_599
26572,icmp,tag_351
7445,tcp,tag_966
47164,udp,tag_639
16297,tcp,tag_858
36590,icmp,tag_151
50933,udp,tag_726
35957,tcp,tag_182
58678,udp,tag_954
15695,tcp,tag_449
30258,icmp,tag_995
10404,icmp,tag_116
60855,icmp,tag_308
40499,tcp,tag_815
64308,icmp,tag_749
28342,udp,tag_51
45010,tcp,tag_402
57864,tcp,tag_746
47632,udp,tag_844
25081,udp,tag_99
15336,icmp,tag_612
23387,tcp,tag_410
65265,udp,tag_283
13652,tcp,tag_211
32752,tcp,tag_746
3343,udp,tag_162
14193,udp,tag_195
10751,udp,tag_108
56376,tcp,tag_663
10200,udp,tag_365
54768,tcp,tag_405
41331,icmp,tag_182
26482,icmp,tag_346
23541,tcp,tag_916
8278,icmp,tag_670
44765,tcp,tag_975
52754,icmp,tag_603
10339,icmp,tag_896
31852,tcp,tag_433
6962,tcp,tag_847
50314,icmp,tag_7
20759,tcp,tag_585
11678,tcp,tag_721
55150,icmp,tag_983
33490,tcp,tag_231
24332,icmp,tag_339
63733,icmp,tag_295
55508,icmp,tag_231
51052,tcp,tag_614
18870,tcp,tag_990
28124,udp,tag_139
42959,icmp,tag_326
8893,tcp,tag_645
3425,icmp,tag_896
32234,icmp,tag_718
51679,udp,tag_586
52322,tcp,tag_488
3989,udp,tag_557
43492,icmp,tag_583
51287,icmp,tag_63
16629,udp,tag_211
16807,tcp,tag_677
59250,tcp,tag_607
33376,tcp,tag_784
7513,icmp,tag_388
43711,icmp,tag_19
34164,udp,tag_602
30424,icmp,tag_215
52265,udp,tag_543
10217,icmp,tag_601
10350,udp,tag_503
51436,udp,tag_976
16360,tcp,tag_185
27790,tcp,tag_276
18468,tcp,tag_978
58362,icmp,tag_3
42596,udp,tag_799
37448,tcp,tag_527
64935,tcp,tag_983
4690,icmp,tag_239
12472,udp,tag_898
40907,tcp,tag_659
1003,icmp,tag_109
38137,udp,tag_219
17698,tcp,tag_543
45717,udp,tag_568
14916,tcp,tag_841
33964,icmp,tag_858
65138,icmp,tag_50
34157,icmp,tag_508
43174,tcp,tag_486
45402,icmp,tag_801
19576,icmp,tag_506
42734,tcp,tag_100
31190,tcp,tag_12
21173,tcp,tag_626
39275,udp,tag_598
38493,tcp,tag_212
3119,udp,tag_443
49438,udp,tag_517
60890,udp,tag_762
10708,tcp,tag_503
14023,udp,tag_421
53960,tcp,tag_748
56961,icmp,tag_294
35068,tcp,tag_231
59385,tcp,tag_175
49756,tcp,tag_630
55309,tcp,tag_443
18292,tcp,tag_44
61578,tcp,tag_452
26461,udp,tag_152
24058,tcp,tag_142
49871,tcp,tag_938
1553,udp,tag_19
36432,tcp,tag_549
22259,icmp,tag_895
65001,tcp,tag_339
16436,icmp,tag_535
15536,tcp,tag_732
52329,udp,tag_660
6040,icmp,tag_933
61483,icmp,tag_562
1167,udp,tag_665
27794,udp,tag_549
41660,icmp,tag_165
61220,udp,tag_919
33433,tcp,tag_108
27290,udp,tag_371
16034,tcp,tag_666
61621,udp,tag_333
25258,icmp,tag_514
25911,icmp,tag_443
38162,icmp,tag_711
33123,tcp,tag_465
62369,tcp,tag_565
44969,tcp,tag_257
34462,icmp,tag_606
6455,tcp,tag_780
152,icmp,tag_420
49133,icmp,tag_160
42719,udp,tag_371
12024,icmp,tag_716
4335,udp,tag_747
27458,icmp,tag_49
51306,udp,tag_864
45511,tcp,tag_117
55523,icmp,tag_411
4586,icmp,tag_256
53691,icmp,tag_996
13405,udp,tag_751
48689,udp,tag_801
4367,tcp,tag_711
62305,icmp,tag_137
25529,udp,tag_782
55532,icmp,tag_960
3326,udp,tag_981
31420,tcp,tag_612
5599,icmp,tag_377
37518,icmp,tag_486
63357,udp,tag_420
39518,icmp,tag_347
50685,udp,tag_142
36309,icmp,tag_380
50024,tcp,tag_505
2365,icmp,tag_665
41712,icmp,tag_138
1687,tcp,tag_903
24895,icmp,tag_818
38505,icmp,tag_936
34285,udp,tag_710
60710,tcp,tag_508
45731,tcp,tag_707
56314,tcp,tag_91
26395,tcp,tag_285
21812,tcp,tag_118
26203,tcp,tag_207
7581,icmp,tag_298
48805,tcp,tag_337
17407,udp,tag_458
34343,tcp,tag_370
25053,tcp,tag_110
15425,udp,tag_559
59062,tcp,tag_402
36735,tcp,tag_708
47844,icmp,tag_974
1919,udp,tag_630
25370,tcp,tag_193
11179,icmp,tag_139
9610,icmp,tag_314
25612,tcp,tag_231
56162,udp,tag_161
60372,tcp,tag_533
9632,tcp,tag_913
54529,tcp,tag_515
60678,udp,tag_778
13087,udp,tag_230
60531,tcp,tag_355
61586,tcp,tag_249
37274,udp,tag_750
59335,icmp,tag_843
29357,udp,tag_205
10852,tcp,tag_952
16483,udp,tag_524
38270,icmp,tag_196
4065,icmp,tag_688
15366,udp,tag_254
39212,udp,tag_643
10017,tcp,tag_204
15034,tcp,tag_795
57514,udp,tag_464
24329,icmp,tag_196
41727,tcp,tag_605
15523,udp,tag_61
26610,tcp,tag_578
5473,udp,tag_679
19364,udp,tag_795
37621,tcp,tag_948
538,tcp,tag_787
41279,udp,tag_482
35396,tcp,tag_743
27835,tcp,tag_117
44929,icmp,tag_666
18092,tcp,tag_545
29757,tcp,tag_901
1004,udp,tag_731
16822,icmp,tag_418
16976,tcp,tag_549
24842,icmp,tag_968
12704,udp,tag_388
37532,tcp,tag_124
2006,icmp,tag_393
59298,tcp,tag_845
7060,tcp,tag_806
55828,tcp,tag_930
45670,tcp,tag_206
55726,tcp,tag_289
58656,icmp,tag_404
47648,tcp,tag_183
17804,tcp,tag_74
30188,udp,tag_17
58721,tcp,tag_284
10232,icmp,tag_37
36737,udp,tag_808
23462,icmp,tag_691
55042,icmp,tag_871
20661,udp,tag_983
46700,icmp,tag_539
25840,icmp,tag_341
7948,tcp,tag_112
16809,icmp,tag_22
54941,tcp,tag_927
2494,icmp,tag_49
22025,udp,tag_516
16948,udp,tag_451
34527,icmp,tag_527
17648,icmp,tag_138
2984,tcp,tag_214
43316,tcp,tag_615
13346,udp,tag_28
26795,udp,tag_393
2022,udp,tag_905
6061,tcp,tag_945
42958,udp,tag_904
41606,udp,tag_882
54229,udp,tag_761
53150,udp,tag_109
33623,udp,tag_230
53862,icmp,tag_886
22348,tcp,tag_868
27663,udp,tag_7
30194,udp,tag_970
39877,udp,tag_543
41114,udp,tag_610
12837,udp,tag_891
14665,tcp,tag_367
25291,udp,tag_497
44960,icmp,tag_978
50293,tcp,tag_119
42946,tcp,tag_214
23527,udp,tag_561
55072,icmp,tag_276
49056,tcp,tag_472
23667,tcp,tag_64
26421,icmp,tag_131
27206,udp,tag_126
7251,icmp,tag_233
31485,icmp,tag_617
40101,udp,tag_259
54414,udp,tag_340
50152,tcp,tag_155
6305,udp,tag_594
57669,tcp,tag_766
9728,udp,tag_536
45398,icmp,tag_677
14884,udp,tag_86
50922,udp,tag_192
30525,udp,tag_346
64296,udp,tag_406
2760,udp,tag_27
22075,icmp,tag_330
12441,tcp,tag_560
54604,udp,tag_207
12378,udp,tag_946
47963,tcp,tag_365
34982,udp,tag_730
37442,icmp,tag_252
41409,icmp,tag_551
18439,icmp,tag_335
33795,tcp,tag_507
7273,icmp,tag_483
64950,tcp,tag_583
19973,tcp,tag_815
44673,udp,tag_186
14685,icmp,tag_392
2709,udp,tag_947
10890,icmp,tag_501
14333,tcp,tag_607
25968,udp,tag_509
15709,tcp,tag_994
65273,udp,tag_164
31339,tcp,tag_967
51278,tcp,tag_9
11198,tcp,tag_463
46225,tcp,tag_655
62870,udp,tag_923
56696,icmp,tag_978
13699,icmp,tag_876
22362,udp,tag_157
27824,udp,tag_11
57721,icmp,tag_156
35833,tcp,tag_334
44600,tcp,tag_133
47633,icmp,tag_322
47853,udp,tag_197
39702,tcp,tag_217
37854,tcp,tag_500
2324,udp,tag_552
59998,icmp,tag_27
3565,udp,tag_634
33165,tcp,tag_931
19243,udp,tag_273
33025,udp,tag_701
13859,icmp,tag_797
38711,icmp,tag_957
20318,tcp,tag_733
6950,udp,tag_958
24484,udp,tag_282
56548,tcp,tag_42
17821,icmp,tag_703
63933,tcp,tag_177
38513,udp,tag_675
35728,icmp,tag_891
32089,icmp,tag_956
47247,udp,tag_807
38987,udp,tag_592
62438,tcp,tag_534
47093,udp,tag_779
35962,udp,tag_97
33427,tcp,tag_351
43429,udp,tag_97
2559,udp,tag_431
53644,tcp,tag_259
47344,udp,tag_151
3527,tcp,tag_576
53152,icmp,tag_649
1593,tcp,tag_721
63732,icmp,tag_759
536,icmp,tag_864
21748,tcp,tag_979
51008,udp,tag_868
47109,icmp,tag_936
29893,icmp,tag_68
55588,udp,tag_196
63651,udp,tag_83
1188,icmp,tag_137
27359,tcp,tag_624
56702,tcp,tag_784
26953,icmp,tag_420
30091,tcp,tag_826
13704,icmp,tag_968
65473,icmp,tag_211
2364,tcp,tag_272
43024,icmp,tag_884
13002,udp,tag_10
30922,udp,tag_337
18466,tcp,tag_355
19816,tcp,tag_391
63605,udp,tag_496
48934,tcp,tag_27
47284,udp,tag_950
21844,tcp,tag_236
44727,udp,tag_28
18832,icmp,tag_940
30901,icmp,tag_996
17755,icmp,tag_312
27875,tcp,tag_364
48192,udp,tag_410
14969,udp,tag_406
42855,tcp,tag_577
2540,udp,tag_340
62179,tcp,tag_620
24781,tcp,tag_495
17799,tcp,tag_96
38179,tcp,tag_682
22690,icmp,tag_556
11474,tcp,tag_331
3159,icmp,tag_927
11436,icmp,tag_109
59171,tcp,tag_117
1431,icmp,tag_696
38733,udp,tag_654
8769,tcp,tag_554
26310,icmp,tag_340
18271,icmp,tag_368
62764,icmp,tag_888
10982,icmp,tag_11
14509,icmp,tag_142
54159,udp,tag_180
9037,tcp,tag_886
29220,icmp,tag_39
47023,icmp,tag_308
15631,udp,tag_128
5082,icmp,tag_24
46205,icmp,tag_252
3933,icmp,tag_518
2528,tcp,tag_838
40512,icmp,tag_429
53802,tcp,tag_810
46174,tcp,tag_663
19795,icmp,tag_828
62644,udp,tag_223
60390,udp,tag_204
62244,icmp,tag_781
57935,udp,tag_859
59874,tcp,tag_426
46486,udp,tag_634
55646,icmp,tag_493
34746,icmp,tag_587
57961,udp,tag_88
62063,tcp,tag_534
8171,udp,tag_953
61213,icmp,tag_252
28883,udp,tag_883
37236,udp,tag_908
4322,icmp,tag_192
39633,icmp,tag_339
25647,tcp,tag_806
5490,udp,tag_142
39602,icmp,tag_699
21479,tcp,tag_418
20176,tcp,tag_12
15711,tcp,tag_954
29466,tcp,tag_572
37285,icmp,tag_602
33040,udp,tag_338
26398,icmp,tag_112
25706,icmp,tag_965
37657,tcp,tag_520
60328,icmp,tag_795
58975,udp,tag_314
44337,icmp,tag_709
51869,icmp,tag_516
30733,tcp,tag_45
37647,udp,tag_715
61245,udp,tag_901
52930,icmp,tag_855
5788,icmp,tag_722
56825,udp,tag_251
5524,udp,tag_464
10027,udp,tag_315
13707,icmp,tag_670
65008,tcp,tag_808
65135,udp,tag_244
6526,tcp,tag_42
43798,udp,tag_770
5316,tcp,tag_15
32096,udp,tag_310
30199,icmp,tag_723
600,icmp,tag_832
45666,icmp,tag_314
54162,icmp,tag_939
32697,icmp,tag_858
2486,tcp,tag_646
52340,udp,tag_789
61869,tcp,tag_416
15372,icmp,tag_536
54256,udp,tag_170
22811,tcp,tag_386
64845,tcp,tag_431
64413,icmp,tag_594
49349,udp,tag_642
46627,icmp,tag_201
58113,udp,tag_528
45835,icmp,tag_842
27489,udp,tag_226
22456,udp,tag_751
12509,tcp,tag_646
14248,tcp,tag_741
49059,udp,tag_262
1920,icmp,tag_468
43906,udp,tag_823
4888,udp,tag_140
32183,tcp,tag_98
34532,udp,tag_343
55253,tcp,tag_249
56718,icmp,tag_479
57655,udp,tag_185
55780,icmp,tag_717
53040,tcp,tag_833
58251,icmp,tag_785
1024,icmp,tag_7
54515,udp,tag_743
197,udp,tag_903
45017,icmp,tag_923
44618,udp,tag_632
16084,tcp,tag_959
23275,icmp,tag_941
27041,tcp,tag_211
38541,icmp,tag_789
28802,udp,tag_81
45683,tcp,tag_320
12509,udp,tag_198
57439,icmp,tag_868
18284,udp,tag_604
40020,udp,tag_462
16787,icmp,tag_27
28646,icmp,tag_201
22227,tcp,tag_894
51733,icmp,tag_722
45926,udp,tag_48
6245,udp,tag_686
6950,icmp,tag_957
36790,udp,tag_42
57325,icmp,tag_293
57169,icmp,tag_976
814,icmp,tag_94
12191,tcp,tag_227
11499,icmp,tag_909
27283,tcp,tag_464
9307,tcp,tag_709
4894,tcp,tag_552
24252,udp,tag_488
36359,tcp,tag_858
58540,tcp,tag_109
24705,icmp,tag_342
64622,udp,tag_76
10186,icmp,tag_10
52016,icmp,tag_131
27688,tcp,tag_512
47011,icmp,tag_62
44369,udp,tag_727
50579,icmp,tag_574
44463,tcp,tag_970
2696,icmp,tag_402
182,icmp,tag_756
4559,udp,tag_743
11874,udp,tag_409
23609,udp,tag_146
47944,icmp,tag_677
20142,icmp,tag_525
5984,icmp,tag_828
14824,udp,tag_799
28752,icmp,tag_429
56609,tcp,tag_823
5208,icmp,tag_191
49183,tcp,tag_740
18330,icmp,tag_557
16232,udp,tag_479
35900,udp,tag_820
12230,tcp,tag_964
22148,tcp,tag_710
51687,udp,tag_604
62951,udp,tag_465
38115,tcp,tag_369
30941,tcp,tag_819
14124,icmp,tag_889
29857,udp,tag_582
48066,tcp,tag_921
46956,udp,tag_825
63368,tcp,tag_75
42105,tcp,tag_561
34961,udp,tag_89
7086,udp,tag_251
26346,udp,tag_674
13048,udp,tag_240
26248,icmp,tag_203
58564,tcp,tag_539
46902,icmp,tag_272
2889,tcp,tag_241
48914,tcp,tag_263
45213,tcp,tag_245
764,udp,tag_741
60046,tcp,tag_695
197,tcp,tag_235
39011,tcp,tag_907
58729,udp,tag_184
26827,udp,tag_346
3305,udp,tag_701
62412,udp,tag_246
45115,icmp,tag_209
55733,icmp,tag_320
46996,udp,tag_880
29704,icmp,tag_777
12255,udp,tag_836
39200,icmp,tag_789
36419,tcp,tag_608
60738,icmp,tag_328
58619,tcp,tag_400
27430,udp,tag_367
16553,tcp,tag_489
26554,udp,tag_14
30249,icmp,tag_254
9794,tcp,tag_199
6090,udp,tag_653
53439,icmp,tag_548
15839,udp,tag_81
41895,udp,tag_185
37235,tcp,tag_284
4116,udp,tag_195
22510,udp,tag_986
8491,tcp,tag_430
14311,icmp,tag_226
28165,tcp,tag_880
42898,icmp,tag_582
14376,tcp,tag_538
61235,icmp,tag_194
49623,tcp,tag_586
3651,udp,tag_520
64066,tcp,tag_86
9854,tcp,tag_822
47000,tcp,tag_27
52330,icmp,tag_335
59126,tcp,tag_613
61775,icmp,tag_790
11861,icmp,tag_593
52267,icmp,tag_142
51736,udp,tag_654
18886,tcp,tag_717
759,icmp,tag_46
1008,icmp,tag_127
62713,tcp,tag_705
31637,icmp,tag_515
58616,icmp,tag_287
30342,tcp,tag_443
34437,tcp,tag_622
6437,tcp,tag_623
1959,tcp,tag_246
27430,tcp,tag_774
11652,udp,tag_132
53973,udp,tag_826
5767,tcp,tag_337
40023,icmp,tag_265
8255,tcp,tag_147
59105,udp,tag_487
64405,tcp,tag_113
39492,icmp,tag_876
798,tcp,tag_192
53767,tcp,tag_534
64614,icmp,tag_164
10831,icmp,tag_736
25658,udp,tag_830
49063,udp,tag_537
45748,udp,tag_952
37460,tcp,tag_775
7940,tcp,tag_168
8661,icmp,tag_302
33385,icmp,tag_974
11018,icmp,tag_730
17673,icmp,tag_161
36468,tcp,tag_222
42509,udp,tag_859
7710,udp,tag_892
58072,udp,tag_881
31423,icmp,tag_362
35671,udp,tag_299
13022,tcp,tag_878
22954,udp,tag_342
37853,udp,tag_233
46762,udp,tag_681
1285,udp,tag_813
56428,tcp,tag_753
13590,icmp,tag_231
46339,icmp,tag_762
21307,udp,tag_877
27633,icmp,tag_696
28657,icmp,tag_73
21070,udp,tag_237
177,udp,tag_802
48019,tcp,tag_459
37731,tcp,tag_489
40392,icmp,tag_382
53533,tcp,tag_645
14900,udp,tag_973
31214,tcp,tag_345
55025,tcp,tag_763
24094,icmp,tag_680
59136,icmp,tag_830
26913,udp,tag_348
24049,udp,tag_540
31514,icmp,tag_408
28048,udp,tag_810
49366,udp,tag_140
43203,udp,tag_370
20319,icmp,tag_966
52900,icmp,tag_425
3527,icmp,tag_796
58107,icmp,tag_895
64570,udp,tag_51
34405,tcp,tag_900
44923,tcp,tag_739
44998,icmp,tag_854
13473,udp,tag_846
24286,icmp,tag_972
51645,tcp,tag_721
38484,tcp,tag_736
29693,udp,tag_169
50140,tcp,tag_686
52290,icmp,tag_704
3961,tcp,tag_356
52468,icmp,tag_500
17561,icmp,tag_915
3867,tcp,tag_466
43782,tcp,tag_168
59897,udp,tag_456
2755,tcp,tag_240
21596,icmp,tag_687
51557,tcp,tag_747
63619,icmp,tag_54
35537,udp,tag_161
18643,icmp,tag_327
11455,icmp,tag_276
53157,udp,tag_890
59373,udp,tag_631
55532,tcp,tag_364
56773,tcp,tag_875
22994,icmp,tag_497
39950,tcp,tag_374
40645,icmp,tag_764
11982,tcp,tag_259
31927,icmp,tag_324
64503,udp,tag_236
12461,tcp,tag_778
31486,icmp,tag_84
53076,tcp,tag_95
15789,icmp,tag_150
17994,udp,tag_938
25400,tcp,tag_390
2177,icmp,tag_336
22672,udp,tag_915
54710,udp,tag_708
31170,tcp,tag_588
58928,udp,tag_477
20782,icmp,tag_811
53880,udp,tag_175
54482,tcp,tag_752
57641,udp,tag_714
61518,tcp,tag_133
14664,udp,tag_100
16813,udp,tag_294
17588,tcp,tag_898
39770,udp,tag_727
15646,udp,tag_221
48621,udp,tag_508
7425,tcp,tag_508
1644,tcp,tag_568
14094,icmp,tag_803
35178,tcp,tag_808
62625,udp,tag_23
3937,icmp,tag_191
38715,tcp,tag_56
19047,icmp,tag_169
39490,tcp,tag_394
15918,icmp,tag_660
9068,udp,tag_746
14961,udp,tag_18
59405,tcp,tag_405
25326,tcp,tag_265
65284,tcp,tag_402
15339,udp,tag_513
23641,udp,tag_111
24240,udp,tag_577
44157,tcp,tag_515
52562,udp,tag_874
11341,udp,tag_384
23307,icmp,tag_506
5764,udp,tag_663
6237,tcp,tag_423
32361,tcp,tag_808
62862,tcp,tag_122
35831,udp,tag_872
14958,udp,tag_312
58059,tcp,tag_381
10740,udp,tag_485
46496,tcp,tag_414
26748,icmp,tag_122
47959,tcp,tag_128
59603,udp,tag_513
3015,udp,tag_987
64853,icmp,tag_632
6919,icmp,tag_906
23834,icmp,tag_312
7210,icmp,tag_329
48546,udp,tag_124
26105,tcp,tag_325
42878,udp,tag_821
15366,tcp,tag_947
19172,udp,tag_401
47928,icmp,tag_922
23928,udp,tag_821
63142,tcp,tag_654
14848,icmp,tag_853
58980,tcp,tag_194
27828,udp,tag_421
18615,tcp,tag_199
17627,icmp,tag_307
46029,icmp,tag_34
23713,udp,tag_64
529,udp,tag_663
24197,udp,tag_174
43562,udp,tag_880
11183,tcp,tag_414
43364,udp,tag_562
45610,udp,tag_443
60225,udp,tag_228
56480,udp,tag_548
33149,tcp,tag_627
17691,tcp,tag_828
47206,udp,tag_610
13057,udp,tag_244
48415,udp,tag_331
524,icmp,tag_498
48423,icmp,tag_59
6470,udp,tag_334
19000,tcp,tag_450
56012,udp,tag_632
25297,icmp,tag_997
39948,tcp,tag_864
55452,tcp,tag_702
64887,icmp,tag_99
33162,udp,tag_515
48803,tcp,tag_586
2803,icmp,tag_566
55770,icmp,tag_357
17147,icmp,tag_701
34620,tcp,tag_437
44581,icmp,tag_887
36550,udp,tag_154
29222,udp,tag_770
64049,icmp,tag_302
