Tag Counts:
Tag,Count
45648,udp,1
58990,icmp,1
36034,icmp,1
388,tcp,1
11278,tcp,1
40024,udp,1
12077,tcp,1
56345,udp,1
52383,icmp,1
15006,icmp,1
25805,icmp,1
65449,tcp,2
55485,icmp,1
36007,udp,1
30286,icmp,1
62955,udp,1
61158,icmp,1
57072,udp,1
61188,icmp,1
18078,tcp,1
11591,tcp,1
34346,udp,1
11439,udp,1
49612,udp,1
42843,udp,1
45892,icmp,1
49645,udp,1
13527,udp,1
31710,tcp,1
30925,tcp,1
64039,tcp,2
35765,udp,1
40345,icmp,1
43771,icmp,1
22477,udp,1
45815,udp,1
49343,icmp,1
40000,tcp,1
50181,icmp,1
1688,icmp,1
56392,icmp,1
12735,tcp,1
41476,tcp,1
2212,udp,1
29051,tcp,1
43017,udp,1
62286,udp,1
41455,tcp,1
54852,icmp,1
7455,icmp,1
26522,icmp,1
48058,udp,1
14241,tcp,1
6987,icmp,1
6119,tcp,1
1118,tcp,1
59021,udp,1
64833,icmp,1
11945,udp,1
11941,tcp,1
16077,udp,1
41632,udp,1
41480,tcp,1
10397,udp,2
12106,udp,2
52466,udp,1
35835,tcp,1
48846,udp,1
6383,udp,1
44963,tcp,1
23694,udp,1
52342,icmp,1
1481,udp,1
45298,udp,1
1862,icmp,1
33805,udp,1
13693,icmp,1
31173,icmp,1
56707,tcp,1
56416,udp,1
60884,udp,1
56206,udp,1
43035,udp,1
63573,tcp,1
57955,tcp,1
57874,udp,1
20069,tcp,1
44438,tcp,1
51497,udp,1
2314,tcp,1
3379,tcp,1
30928,udp,1
3310,udp,1
44096,tcp,1
1791,icmp,1
63468,tcp,1
17505,udp,1
52405,tcp,1
24813,udp,1
8647,udp,2
9464,icmp,1
59255,icmp,1
13847,tcp,1
64193,tcp,1
8532,tcp,1
26344,tcp,2
47299,icmp,1
11868,icmp,1
54505,udp,1
29977,icmp,2
2540,tcp,1
51256,udp,1
5831,icmp,1
55793,icmp,1
45004,udp,1
18987,icmp,1
56299,tcp,1
18915,udp,1
1392,udp,1
14116,tcp,1
43936,udp,1
23662,udp,1
25278,tcp,1
25446,udp,1
39001,udp,1
61092,icmp,1
30654,icmp,1
15082,icmp,1
12357,tcp,1
14997,udp,1
49345,icmp,1
45042,udp,1
2203,udp,1
51608,udp,1
44332,icmp,1
24995,icmp,1
9070,udp,1
3246,tcp,1
47496,icmp,1
48607,udp,2
29002,udp,1
32835,icmp,1
27287,udp,1
5607,icmp,1
34454,udp,1
56687,tcp,1
25491,tcp,1
25722,tcp,1
19000,icmp,1
16484,udp,1
55678,tcp,1
11593,icmp,1
2340,udp,1
57990,tcp,1
14985,tcp,1
23889,icmp,1
41909,tcp,2
52183,tcp,1
48637,icmp,1
41586,udp,1
38763,tcp,1
32828,tcp,1
61714,tcp,1
51073,tcp,1
58067,tcp,1
28230,udp,1
48211,udp,1
35150,udp,1
8206,udp,1
28760,tcp,1
34934,tcp,1
57039,icmp,1
44622,icmp,1
10506,udp,1
47998,udp,1
45588,udp,1
53704,udp,1
53119,tcp,1
54628,tcp,1
47101,tcp,1
17872,icmp,1
14595,icmp,1
33709,tcp,1
9358,tcp,1
43714,icmp,1
16643,udp,1
5392,tcp,1
55250,tcp,1
9100,udp,1
29948,tcp,1
33222,icmp,1
62333,tcp,1
15640,tcp,1
1055,tcp,1
25421,icmp,1
41928,udp,1
36651,udp,1
6578,icmp,1
53489,udp,1
7119,udp,1
15413,tcp,1
48465,udp,1
12993,tcp,1
1312,tcp,1
52991,udp,1
52042,icmp,1
21720,udp,1
13381,udp,1
63818,udp,1
25029,icmp,1
59045,icmp,1
10873,tcp,1
27181,tcp,1
12350,udp,1
6017,icmp,1
57080,tcp,1
29555,icmp,1
49452,icmp,1
54464,udp,1
28019,udp,1
55566,icmp,1
36523,tcp,1
35215,icmp,1
13811,icmp,1
42637,udp,1
57604,tcp,1
3231,icmp,1
18082,icmp,1
3968,icmp,1
22385,udp,1
47497,icmp,1
990,tcp,1
1205,tcp,1
56488,icmp,1
46481,udp,1
21533,tcp,1
19020,tcp,1
64598,udp,1
33701,icmp,1
6593,icmp,1
17844,icmp,1
16274,icmp,1
33227,tcp,1
1059,icmp,1
20315,icmp,1
53966,udp,1
19756,tcp,1
64954,udp,1
19081,tcp,1
119,tcp,1
51874,tcp,1
58756,icmp,1
42113,icmp,1
35967,icmp,1
26476,udp,1
17309,udp,1
45224,udp,1
16750,udp,1
65273,udp,1
12296,icmp,1
60359,icmp,1
31741,udp,2
9333,icmp,1
7390,icmp,1
58270,udp,1
58244,icmp,1
367,tcp,1
55175,icmp,1
56304,icmp,1
29165,tcp,1
10924,icmp,1
27796,icmp,1
57816,tcp,1
12246,icmp,1
33352,udp,1
5121,udp,2
20128,tcp,1
37072,tcp,1
9538,udp,1
26515,tcp,1
49660,tcp,1
43388,udp,1
48216,icmp,1
13486,icmp,1
27484,udp,1
36482,udp,1
8614,udp,2
26121,icmp,1
46749,tcp,1
57183,udp,1
54606,tcp,1
56597,tcp,1
11490,tcp,1
30541,icmp,1
47923,udp,1
42281,icmp,1
47671,icmp,1
55911,udp,1
57250,tcp,1
6586,icmp,1
2038,tcp,1
35104,tcp,1
50008,udp,1
59283,tcp,1
31381,icmp,1
28621,udp,1
20962,udp,1
63044,udp,1
3631,tcp,1
12027,udp,1
63771,udp,1
42292,udp,1
35547,tcp,1
23697,udp,1
30129,tcp,1
37283,icmp,1
12178,udp,1
48281,icmp,1
9742,udp,1
19675,tcp,1
1020,icmp,1
20043,udp,1
57712,tcp,1
34989,icmp,1
25843,tcp,1
65204,tcp,1
2972,udp,1
39625,tcp,1
52929,udp,2
25801,udp,1
40348,tcp,1
36149,udp,1
39485,tcp,1
33849,icmp,1
47057,tcp,1
48154,udp,1
8321,icmp,1
44438,udp,1
62063,udp,1
49520,tcp,1
51120,udp,1
5066,udp,1
5213,tcp,1
7893,udp,1
16549,tcp,1
2755,icmp,1
31899,udp,1
49950,icmp,1
24317,tcp,1
2397,icmp,1
61107,icmp,1
56897,udp,1
57706,udp,1
46977,udp,1
34616,tcp,1
54802,icmp,1
43700,icmp,1
9097,icmp,1
26164,icmp,1
50375,udp,1
46323,udp,1
60281,icmp,1
7525,tcp,1
18576,tcp,1
44961,tcp,1
38874,icmp,1
44974,icmp,1
63843,udp,1
43757,udp,1
34913,icmp,1
46167,tcp,1
40016,tcp,1
41465,udp,1
56713,icmp,1
33288,tcp,1
6122,udp,1
55008,icmp,1
28973,icmp,1
26613,tcp,1
26362,udp,1
41975,tcp,2
19951,tcp,1
46544,tcp,1
41170,tcp,1
48543,icmp,1
41149,icmp,1
21200,tcp,1
61951,tcp,1
61390,tcp,1
13735,udp,1
26953,icmp,1
7013,icmp,1
61506,udp,1
7163,udp,1
1031,udp,1
17800,udp,1
5541,tcp,1
58748,udp,1
55555,udp,1
39495,icmp,1
19003,tcp,1
47481,icmp,1
48119,icmp,1
48998,tcp,1
45946,tcp,1
8216,udp,1
15348,udp,1
7902,tcp,1
13720,udp,1
35316,icmp,1
60761,tcp,1
10121,tcp,1
28708,icmp,1
48884,icmp,1
25795,udp,1
21055,udp,2
62965,icmp,1
38429,udp,1
35894,icmp,1
54217,icmp,1
21884,tcp,1
61223,tcp,1
10473,icmp,1
62926,tcp,1
33693,udp,1
17833,tcp,2
48114,icmp,1
30490,udp,1
32799,udp,1
56327,tcp,2
43042,tcp,1
61874,icmp,1
26161,udp,1
58252,udp,1
47604,tcp,2
51767,udp,1
48691,tcp,1
52232,udp,1
37487,tcp,1
55353,icmp,1
55276,udp,1
5117,udp,1
25241,icmp,1
32649,icmp,1
30359,udp,1
22704,icmp,1
53222,icmp,1
55163,icmp,1
57335,icmp,1
21139,udp,1
17524,tcp,1
3047,tcp,1
41594,icmp,1
59360,icmp,1
5736,udp,1
46306,udp,1
28290,udp,1
55763,tcp,1
3345,icmp,1
30128,tcp,1
23443,tcp,1
52111,tcp,1
1220,udp,1
17385,tcp,2
18634,icmp,1
50571,udp,1
801,tcp,1
39293,udp,1
56311,icmp,1
19669,udp,1
431,icmp,1
1059,tcp,1
23777,tcp,1
56196,tcp,2
37793,icmp,1
16600,tcp,1
58713,tcp,1
7701,udp,1
20077,tcp,1
23922,udp,1
13792,tcp,1
18466,icmp,1
31562,icmp,1
35545,icmp,1
21268,udp,1
49343,tcp,1
46348,tcp,1
5771,udp,1
61375,tcp,1
22159,udp,1
41262,tcp,1
53898,udp,1
58795,icmp,1
36643,udp,1
12205,icmp,1
26132,udp,1
28505,icmp,1
22621,udp,1
43190,tcp,1
44304,udp,1
21990,udp,1
7129,icmp,1
3798,tcp,1
16801,icmp,1
49716,tcp,1
43180,udp,1
1876,tcp,1
62599,tcp,1
29129,icmp,1
23722,udp,1
49731,tcp,1
62693,icmp,1
59983,udp,1
7721,tcp,1
58117,tcp,1
52467,udp,1
41873,icmp,1
9953,udp,1
40888,icmp,1
27131,tcp,1
53689,udp,1
1417,udp,1
15575,udp,1
1060,icmp,1
633,tcp,1
38012,icmp,1
11770,tcp,1
60090,tcp,1
42786,tcp,1
55193,icmp,1
34595,udp,1
54078,udp,1
12421,tcp,1
9964,udp,1
16088,icmp,1
33417,icmp,1
26929,udp,1
49087,tcp,1
58766,icmp,2
57421,udp,1
52083,udp,1
33684,icmp,1
54215,tcp,1
35536,icmp,1
54166,icmp,1
45074,tcp,1
23361,tcp,1
46553,udp,1
6504,icmp,1
43130,udp,1
61927,udp,1
38041,tcp,1
11366,icmp,1
56468,icmp,1
54528,udp,2
41868,tcp,1
31264,icmp,1
29990,udp,1
56098,icmp,1
24114,tcp,1
26797,udp,1
10562,tcp,1
25530,icmp,1
34369,tcp,1
6400,tcp,1
16340,udp,1
50690,udp,1
2795,udp,1
50218,tcp,1
16534,udp,1
10297,tcp,1
58540,tcp,1
41174,tcp,1
43900,tcp,1
17044,udp,1
8262,tcp,1
40328,icmp,1
48210,tcp,1
22418,udp,1
27761,icmp,1
15846,icmp,1
18519,tcp,1
65021,tcp,1
56913,udp,1
14864,icmp,1
45980,icmp,1
30317,icmp,1
64191,tcp,1
62666,tcp,1
63542,icmp,1
59708,icmp,1
59806,udp,1
48032,icmp,1
24670,udp,1
25525,icmp,1
57093,icmp,1
28738,udp,1
21744,tcp,1
20113,icmp,1
39337,udp,1
49989,icmp,1
45263,icmp,1
47242,udp,1
35318,udp,1
20589,tcp,1
24771,udp,1
8177,udp,1
39406,icmp,1
10069,icmp,1
62838,udp,1
10111,udp,1
27909,icmp,1
50495,udp,1
38427,tcp,1
15592,udp,1
17659,icmp,1
61509,icmp,1
10304,icmp,1
40121,tcp,1
31771,icmp,1
2676,icmp,1
24879,udp,1
34229,icmp,1
47206,udp,1
56110,udp,1
50363,udp,1
56042,tcp,1
52193,udp,1
55171,tcp,1
20873,icmp,1
15791,tcp,1
51695,icmp,1
271,udp,1
16869,icmp,1
16644,tcp,1
4979,udp,1
42537,icmp,1
60105,icmp,1
48669,tcp,1
23873,udp,2
1446,udp,1
7438,udp,1
26346,icmp,1
269,tcp,1
12856,icmp,1
48153,tcp,1
27657,icmp,2
40074,icmp,1
63692,icmp,1
61701,icmp,1
52683,icmp,1
4258,tcp,1
52335,udp,1
4489,tcp,1
19822,tcp,1
21756,icmp,1
36290,udp,1
3267,icmp,1
39585,udp,1
44591,udp,1
50325,icmp,1
25860,tcp,1
20971,udp,1
28482,udp,1
35968,tcp,1
58014,icmp,1
29034,icmp,1
2840,udp,1
41682,udp,1
3641,tcp,1
54534,udp,1
46441,tcp,1
59336,icmp,1
13929,tcp,1
36339,udp,1
12635,tcp,1
25678,icmp,1
55835,icmp,1
9711,udp,1
15713,udp,1
11498,icmp,1
21400,icmp,1
858,tcp,1
46691,icmp,1
26189,udp,1
12630,udp,1
10009,icmp,1
4006,udp,1
16809,tcp,1
16100,tcp,1
57384,icmp,1
893,icmp,1
47659,icmp,1
44743,icmp,1
15269,udp,1
18827,udp,1
61684,tcp,1
7968,icmp,1
62241,icmp,1
45970,udp,1
4140,udp,1
40985,tcp,1
40576,icmp,1
36367,icmp,1
20776,icmp,1
42553,tcp,1
36786,udp,1
47793,tcp,1
50911,udp,1
27496,tcp,1
7601,udp,1
40996,tcp,1
57894,tcp,1
18075,icmp,1
23686,icmp,1
30761,udp,2
3485,tcp,1
24225,icmp,1
38491,udp,1
65356,udp,1
24818,udp,1
4367,udp,1
47938,udp,1
47352,tcp,1
4689,tcp,1
52842,udp,1
24275,udp,1
41186,udp,1
36377,tcp,1
19779,icmp,1
3775,icmp,1
33768,tcp,1
16030,icmp,1
49495,icmp,1
20510,udp,1
30682,tcp,1
2210,udp,1
19529,tcp,1
39133,tcp,1
1324,icmp,1
14210,udp,1
17584,tcp,1
46370,icmp,1
58964,icmp,1
44495,udp,1
12928,udp,1
10361,tcp,1
49900,udp,1
9565,udp,1
61165,icmp,1
27216,udp,1
38271,icmp,1
18299,udp,1
49373,tcp,1
43067,udp,1
57296,tcp,1
34099,udp,1
62125,icmp,1
13034,tcp,1
3980,tcp,1
56715,udp,1
6461,udp,1
3772,icmp,1
16072,tcp,1
16088,udp,1
14288,icmp,1
456,udp,1
347,icmp,1
7713,tcp,1
28807,icmp,1
20308,icmp,1
116,udp,1
15936,tcp,1
12158,tcp,1
34296,icmp,1
5300,udp,1
63286,udp,1
32164,icmp,1
57806,tcp,1
24930,tcp,1
29079,udp,1
7897,icmp,1
9148,icmp,1
2510,udp,1
50505,icmp,1
50445,tcp,1
51045,tcp,1
15767,udp,2
32473,icmp,1
47176,icmp,1
10494,udp,1
46604,tcp,1
49501,udp,2
13083,udp,1
58257,tcp,1
41715,tcp,1
29837,udp,1
64696,tcp,1
61282,tcp,1
27188,tcp,1
36230,udp,1
29251,icmp,1
3942,udp,1
50748,udp,1
19987,icmp,1
58902,icmp,1
63107,icmp,1
33151,tcp,1
26886,udp,1
30620,icmp,1
43753,tcp,1
31164,udp,1
50490,tcp,1
58324,tcp,1
40113,tcp,2
43486,icmp,1
30737,icmp,1
11144,tcp,1
4616,tcp,1
43618,udp,1
53808,udp,1
2759,tcp,1
38883,tcp,1
46487,icmp,1
37320,tcp,1
45649,udp,1
11113,udp,1
5794,icmp,1
12077,icmp,1
7920,udp,1
856,icmp,1
42030,tcp,1
30020,icmp,1
35847,icmp,1
22923,udp,1
18704,udp,1
21728,icmp,1
8677,tcp,1
1380,tcp,1
21034,tcp,1
61479,tcp,1
46415,tcp,1
45522,udp,1
38935,tcp,1
57285,tcp,1
33201,tcp,1
48833,udp,1
36451,udp,1
65139,tcp,1
55335,icmp,1
17954,tcp,1
35754,tcp,1
59404,udp,1
50606,udp,1
31477,icmp,1
19181,udp,1
1586,icmp,1
62546,udp,1
63027,tcp,1
19091,udp,1
14768,icmp,1
63909,udp,1
36239,udp,1
4756,udp,1
47021,tcp,1
26372,udp,1
2882,udp,1
44545,tcp,1
2453,udp,1
24345,tcp,1
14326,icmp,1
22053,tcp,1
48848,tcp,1
48359,icmp,1
16049,icmp,1
62263,tcp,1
33370,tcp,1
29027,tcp,1
7350,icmp,1
14429,udp,1
36443,icmp,1
62037,udp,1
57244,tcp,1
54544,tcp,1
53200,udp,1
9139,tcp,1
28945,icmp,1
36464,tcp,1
34754,tcp,1
12195,tcp,1
42197,tcp,1
55216,tcp,1
62319,icmp,1
4435,icmp,1
26836,icmp,1
33934,udp,1
58494,udp,1
65090,udp,1
52632,tcp,1
60998,tcp,1
32736,icmp,1
49134,udp,1
10952,udp,1
46104,udp,1
7761,udp,1
30076,udp,1
24504,icmp,1
23008,tcp,1
11310,tcp,1
33083,icmp,1
56056,udp,1
15576,udp,1
21942,icmp,1
55266,tcp,1
8008,udp,1
62661,tcp,1
60627,udp,1
3220,udp,1
47277,icmp,1
23256,icmp,1
12542,icmp,1
15607,tcp,1
31206,icmp,1
16248,icmp,1
22471,tcp,1
46223,udp,1
36320,udp,1
47586,udp,1
63136,tcp,1
3073,icmp,1
45544,icmp,1
4949,udp,1
53063,icmp,1
39313,udp,1
28618,icmp,1
10459,tcp,1
57399,tcp,1
63770,icmp,1
48214,tcp,1
56318,tcp,1
9034,udp,1
16990,tcp,1
7467,udp,2
18650,udp,2
13327,udp,1
54838,tcp,1
43748,icmp,1
40186,icmp,1
7148,icmp,1
29117,tcp,1
6953,icmp,1
25405,icmp,1
50865,udp,1
48329,udp,1
25385,icmp,1
12175,udp,1
8895,tcp,1
56103,udp,1
13874,udp,1
11693,tcp,1
46201,icmp,1
43832,udp,1
20433,tcp,1
7088,tcp,1
11272,icmp,2
18888,udp,1
34433,icmp,1
32428,udp,1
37774,icmp,1
47601,icmp,2
50359,icmp,1
30647,tcp,1
18335,icmp,1
35240,tcp,1
1828,udp,1
11630,udp,1
47099,tcp,1
14827,icmp,1
38358,udp,1
32843,udp,1
30398,tcp,1
13281,udp,1
59219,icmp,1
34568,icmp,1
22081,udp,1
47044,udp,1
57125,tcp,1
38497,icmp,1
53953,icmp,1
35266,icmp,1
41422,icmp,1
38409,udp,1
21154,udp,1
8648,icmp,1
17536,udp,1
22567,tcp,1
4676,icmp,1
12368,icmp,1
61126,tcp,1
48198,udp,1
11890,udp,2
60082,udp,1
3343,icmp,1
13935,udp,1
22239,tcp,1
11534,udp,1
5364,icmp,1
48315,icmp,1
31239,icmp,1
6895,udp,1
11081,tcp,1
32382,icmp,1
12673,icmp,1
29410,udp,1
63286,icmp,1
55075,tcp,1
8808,icmp,2
56777,tcp,1
51423,tcp,1
12338,icmp,1
64359,tcp,1
48458,tcp,1
12482,icmp,1
40143,tcp,1
55182,tcp,1
46035,tcp,1
63280,icmp,1
52425,tcp,1
33161,tcp,1
49142,udp,2
62336,udp,1
4264,icmp,1
29588,tcp,1
33752,icmp,1
47327,tcp,1
9651,udp,1
26090,tcp,1
52209,tcp,1
9733,udp,1
28994,tcp,1
29574,icmp,1
2121,icmp,1
55819,udp,1
21996,icmp,1
34786,icmp,1
23951,tcp,1
11937,udp,1
4112,icmp,1
63484,udp,1
56752,icmp,1
36113,udp,1
64577,tcp,1
49941,tcp,1
30011,udp,1
34264,icmp,1
50485,udp,1
63875,tcp,1
51728,udp,1
51600,icmp,1
11494,tcp,1
46118,icmp,1
20456,udp,1
3681,tcp,1
14254,icmp,1
31606,tcp,1
41442,icmp,1
16679,udp,1
14291,icmp,1
3882,tcp,2
15419,icmp,1
63968,tcp,1
5339,icmp,1
58476,udp,1
49660,icmp,1
7032,icmp,1
21746,udp,1
53697,tcp,1
54694,icmp,1
55959,udp,1
23357,udp,1
51808,udp,1
56507,udp,1
30385,tcp,1
56698,tcp,1
47916,icmp,1
31905,udp,1
57454,udp,1
26503,udp,1
45624,udp,1
21471,udp,1
26197,icmp,2
24884,udp,1
39109,tcp,1
6367,tcp,1
17954,icmp,1
53061,tcp,1
22114,icmp,1
47112,icmp,1
58762,tcp,1
15458,tcp,1
1957,tcp,1
43101,tcp,1
48471,icmp,1
44318,tcp,1
54064,udp,1
11239,tcp,1
46186,udp,1
20584,udp,1
4972,udp,1
26257,udp,1
41331,udp,1
51339,udp,1
23808,udp,1
39193,udp,1
49173,udp,1
56702,icmp,1
59506,tcp,1
6050,icmp,1
29474,udp,1
64254,udp,1
52468,icmp,2
7267,tcp,1
13478,udp,1
43828,udp,1
3001,icmp,1
21273,icmp,1
61852,tcp,1
56394,tcp,1
2267,udp,1
19222,udp,2
61904,icmp,1
24993,icmp,1
17024,udp,1
5274,tcp,1
290,tcp,1
61431,icmp,1
25808,icmp,1
55237,tcp,1
29565,icmp,1
41704,udp,2
29923,tcp,1
17897,icmp,1
2475,udp,1
4989,udp,1
5899,tcp,1
64401,udp,1
35368,udp,1
21608,udp,1
33455,tcp,1
58601,icmp,1
64757,udp,1
2215,udp,1
65534,udp,1
29434,udp,1
44251,icmp,1
24145,tcp,1
49152,tcp,1
61377,tcp,1
41926,udp,1
25515,icmp,1
3153,udp,1
16904,tcp,1
3174,icmp,1
1462,udp,1
283,icmp,1
54491,tcp,1
47364,icmp,1
25468,udp,1
57633,tcp,1
12679,icmp,1
30794,icmp,1
19151,icmp,1
13857,tcp,1
50235,tcp,1
2020,icmp,1
9969,tcp,1
61225,icmp,1
33143,udp,1
4425,tcp,1
29751,icmp,1
18350,tcp,1
23857,icmp,1
19708,tcp,1
50183,tcp,1
926,udp,1
40418,udp,1
13032,udp,1
39454,icmp,1
34535,udp,1
3021,icmp,1
9263,icmp,1
25064,tcp,1
31833,tcp,1
59345,udp,1
37776,icmp,1
57158,udp,1
40390,icmp,1
40771,udp,1
10505,tcp,1
57257,udp,1
33395,icmp,1
27724,icmp,1
65246,tcp,1
55018,tcp,1
35912,icmp,1
16398,udp,1
48761,udp,1
8859,tcp,1
46831,tcp,1
51446,udp,1
62757,icmp,1
27181,udp,2
107,tcp,1
46601,udp,1
49786,tcp,1
50780,udp,1
35945,udp,1
14096,udp,1
8283,tcp,1
19822,udp,1
5620,icmp,1
4692,icmp,1
65004,udp,1
5518,udp,1
54894,icmp,1
48703,icmp,1
58123,tcp,2
51075,udp,1
35008,icmp,1
54045,udp,1
24350,icmp,2
25249,icmp,1
5324,icmp,1
13448,udp,1
53650,tcp,1
63596,icmp,1
50079,icmp,1
3802,icmp,1
29348,icmp,1
32515,icmp,1
17503,udp,1
22208,icmp,1
61272,icmp,1
39840,icmp,1
17002,icmp,1
18703,udp,1
34331,tcp,1
57986,tcp,2
55424,udp,1
40499,tcp,1
45204,udp,1
4724,udp,1
1087,icmp,1
18126,icmp,1
33428,udp,1
4999,tcp,2
38832,udp,1
27571,icmp,1
19970,udp,1
39285,tcp,1
17672,tcp,1
50994,tcp,1
44834,tcp,1
54520,icmp,1
62302,icmp,1
57051,tcp,1
2901,icmp,1
9589,tcp,1
18437,tcp,1
45130,icmp,1
28183,tcp,1
6478,tcp,2
4363,udp,1
28444,tcp,1
51350,icmp,1
34565,udp,1
36987,icmp,1
54289,tcp,1
19067,icmp,2
2061,icmp,1
1604,tcp,1
58850,udp,1
3068,icmp,1
53243,udp,1
5502,icmp,1
15330,icmp,1
17854,tcp,1
40303,udp,1
6323,tcp,1
48430,udp,1
11015,udp,1
32058,tcp,1
51795,tcp,1
44713,udp,1
15075,udp,1
1686,udp,1
45886,tcp,1
31524,icmp,1
14966,udp,1
48150,icmp,1
57894,udp,1
35716,icmp,1
40059,udp,1
25366,icmp,1
37824,icmp,1
21406,tcp,1
41231,udp,1
13287,udp,1
8729,tcp,1
33459,tcp,1
40683,icmp,1
50748,icmp,1
11816,udp,1
57362,tcp,1
19640,tcp,1
19921,icmp,1
15786,tcp,1
27184,icmp,1
44181,icmp,1
48246,udp,1
42525,udp,1
50339,tcp,1
9499,tcp,1
23233,icmp,1
36870,tcp,1
6125,udp,1
26518,icmp,1
5635,udp,2
44620,icmp,1
65441,tcp,1
53509,icmp,1
11254,tcp,2
62473,tcp,1
20940,tcp,1
39650,icmp,1
21178,udp,1
18281,udp,1
20976,icmp,1
11432,tcp,1
62022,tcp,1
48960,udp,1
2324,udp,1
43540,tcp,1
11088,udp,1
28087,tcp,1
6236,udp,1
28287,udp,1
26306,icmp,2
26883,tcp,2
38117,tcp,1
43731,icmp,1
2180,tcp,1
28162,udp,1
53904,tcp,1
44048,icmp,1
45574,icmp,1
49643,tcp,1
11734,icmp,1
50871,tcp,1
62580,tcp,1
35677,tcp,1
47584,icmp,1
11846,tcp,1
24015,tcp,1
25443,tcp,1
41322,tcp,1
39472,udp,1
1581,udp,1
36614,udp,1
15366,udp,1
52539,udp,1
5211,tcp,1
52775,udp,1
55358,udp,1
25666,udp,1
16744,udp,1
7127,tcp,1
46413,tcp,1
44147,icmp,1
63350,icmp,1
31928,tcp,1
29669,tcp,1
24747,udp,1
26782,tcp,1
1320,udp,1
20684,tcp,1
24483,icmp,1
40747,tcp,2
43945,udp,1
62675,udp,1
9132,icmp,1
20877,tcp,1
61717,tcp,1
38585,icmp,1
43484,tcp,1
54710,tcp,1
50962,tcp,1
25601,tcp,1
42452,udp,1
47332,tcp,1
39926,icmp,1
43098,tcp,1
53251,icmp,1
17776,icmp,2
37643,tcp,1
2415,tcp,1
43567,udp,1
3635,tcp,1
59040,tcp,1
62455,udp,1
47722,icmp,1
38465,udp,1
22933,tcp,1
2164,udp,1
7080,udp,1
37517,tcp,1
17796,udp,1
48182,icmp,2
19658,icmp,1
33078,tcp,1
2030,icmp,1
23833,tcp,1
61221,tcp,1
38106,icmp,1
14336,tcp,1
49760,tcp,1
3860,icmp,1
15049,tcp,1
43697,udp,1
20523,tcp,1
18238,tcp,1
4268,udp,1
39207,tcp,1
25102,icmp,1
53287,icmp,1
30447,udp,1
54415,udp,1
40182,icmp,1
10191,icmp,1
59070,udp,1
44493,icmp,1
48175,icmp,1
42584,tcp,1
53320,icmp,1
16664,udp,1
52285,icmp,1
65128,tcp,1
34634,udp,1
57195,udp,1
9601,tcp,1
34113,udp,1
36005,udp,1
54171,tcp,1
7692,udp,1
8359,icmp,1
24002,udp,1
56528,tcp,1
65378,tcp,1
26415,icmp,1
31063,tcp,1
28542,icmp,1
60411,udp,2
20930,icmp,1
19722,icmp,1
15354,tcp,1
9089,icmp,1
13815,udp,1
20210,icmp,2
4063,icmp,1
63662,icmp,1
55223,udp,1
54258,udp,1
64418,tcp,1
15645,icmp,1
39097,udp,1
53624,udp,1
60377,icmp,1
37985,udp,1
51040,icmp,1
38791,udp,1
48171,tcp,1
61347,udp,1
51670,udp,1
35608,tcp,1
15021,icmp,1
38852,tcp,1
15247,udp,1
11211,udp,1
17143,udp,1
43291,udp,1
53028,tcp,1
6557,icmp,1
825,icmp,1
13219,tcp,1
36897,udp,1
24546,icmp,1
27846,icmp,1
57169,udp,1
646,udp,1
50153,udp,1
39497,tcp,1
7081,udp,1
43553,tcp,1
50997,tcp,1
25330,udp,1
37978,icmp,1
20512,udp,1
19782,icmp,1
25281,udp,1
51135,icmp,1
46583,udp,1
26152,icmp,1
33456,icmp,1
25601,udp,1
59093,icmp,1
41717,icmp,1
64852,icmp,1
2994,icmp,1
43610,icmp,1
61737,udp,1
54722,tcp,1
27498,udp,1
11649,udp,1
29675,udp,1
12890,udp,1
5772,tcp,1
11041,udp,1
9020,udp,1
42664,icmp,1
50133,icmp,1
55384,icmp,1
10099,udp,1
50995,tcp,1
49744,tcp,2
35117,tcp,1
36536,udp,1
7915,tcp,1
15944,icmp,1
2606,icmp,1
51469,udp,1
54891,icmp,1
17544,icmp,1
23940,icmp,1
24681,tcp,1
6949,icmp,1
55037,icmp,1
61296,icmp,1
31773,tcp,1
18472,icmp,1
8531,udp,1
50296,icmp,1
41071,icmp,1
29291,udp,1
10293,udp,1
2805,tcp,1
63765,icmp,1
21607,icmp,1
39341,tcp,1
6362,icmp,1
37193,udp,1
4369,icmp,1
39271,tcp,1
61430,udp,1
37821,udp,1
40252,tcp,1
8202,icmp,1
3030,tcp,1
52539,tcp,1
35471,udp,1
38029,udp,1
18610,tcp,1
61230,udp,2
53200,icmp,1
33704,icmp,1
24706,tcp,1
16989,icmp,1
39757,udp,1
5390,udp,1
64370,udp,1
61098,tcp,1
32149,icmp,1
31972,tcp,1
4860,tcp,2
33950,udp,1
25353,udp,1
56062,icmp,2
31970,icmp,1
4283,tcp,1
43121,udp,1
52400,tcp,1
17895,icmp,1
37934,tcp,1
11991,icmp,1
63086,icmp,1
55503,tcp,1
54350,tcp,1
56318,icmp,1
58023,udp,1
52448,icmp,1
63310,udp,1
54997,icmp,1
35686,udp,1
12048,udp,1
62155,tcp,1
47345,icmp,1
65350,udp,1
48158,udp,1
65022,udp,1
29582,tcp,1
21723,udp,2
16586,udp,1
17061,tcp,1
426,tcp,1
23542,udp,1
9899,udp,1
20076,tcp,2
47083,icmp,1
36314,tcp,1
62686,udp,1
